Location,Name,Date,ID,Prize
"Costa Mesa, California",iBUYPOWER GameFest 2017,2017-08-12,3066,"$10,000"
"Valencia, Spain",DreamHack Valencia 2016,2016-07-15,2292,
,Insomnia 54 Qualifier,2015-02-18,1663,
Online (Europe),Legend Series #4,2017-11-13,3354,"$2,334"
"Vilnius, Lithuania",Varle.lt Lithuanian eSports League 2017 Finals,2017-05-20,2858,"$3,313"
Jönköping,DreamHack ZOWIE Open Winter 2016 BYOC,2016-11-26,2603,"$2,705"
"Dubai, United Arab Emirates",ESL ESEA Dubai Invitational 2015,2015-09-10,1882,"$250,000"
,Fragadelphia 9,0,2429,
Online (Australia),AOC CyberGamer Premier League Winter 2017,2017-05-14,2856,
,IEM Katowice 2017 EU Open Qualifier 2,2017-02-01,2654,
"Ulaanbaatar, Mongolia",eXTREMESLAND 2017 Mongolia Closed Qualifier,2017-08-19,3064,
,99Damage Arena #2,2014-12-08,1573,
,Betway WCA 2016 EU Main Qualifier,2016-08-19,2380,"$33,175"
,QuickShot Arena NA #2,2015-12-15,2078,
,ESL National Championship France Summer 2016,0,2300,
"Burbank, California, USA",ESEA Season 23 MDL Global Challenge,2017-01-06,2538,"$50,000"
Online (France),ESWC 2017 Qualifier #1,2017-10-08,3269,
,CJM First Blood,2015-05-31,1792,
"Taipei, Taiwan","ROG MASTERS 2017 TW, HK &amp; MO Regional Finals",2017-09-02,3102,"$11,608"
,Nordic Masters 2015,2015-02-14,1660,
,MSI Beat it! 2013 EU Open Qualifier #3,2013-08-23,1178,
,Gaming.dk League by SteelSeries Season 6 Finals,2013-05-09,1122,
Europe (Online),CSGO.NET Cup 1,2017-11-27,3382,
,WPGI League Season 1 Finals,2017-03-10,2709,
,ESEA Premier Season 17 North America,2014-11-04,1530,
"Krakow, Poland",Cracow Game Spot 2016,2016-02-21,2156,
,D!ngIT $2000 Weekly Cup #14,2015-08-24,1897,
,ESL One Cologne 2015 South-East Asia pre-qualifier,2015-07-05,1835,
"Tampere, Finland",Finnish Esports League Season 3 Finals,2017-10-05,3246,"$17,610"
Online (EU),IEM Oakland 2017 Europe Open Qualifier,2017-09-19,3136,
Online (NA),DreamHack Open Montreal 2017 North America Open Qualifier,2017-08-26,3096,
"Moscow, Russia",EPICENTER: Moscow,2016-10-17,2410,"$490,000"
,CS Select #3,2015-03-07,1684,
São Paulo,ESL Brazil Premier League #1,2016-07-31,2339,"$6,000"
Online (Asia),CSGOROLL Asian Masters,2017-11-28,3385,"$10,000"
,SLTV StarSeries IV,2012-11-13,1013,
,Fragbite Masters Season 4 Qualifier #1,2015-04-15,1718,
Online,SL i-League Season 3 North America Qualifier,2017-02-13,2688,
,WESG 2016 Argentina,2016-10-01,2485,
,Intel Challenge Katowice 2015,2015-03-15,1695,
,Hitbox Arena Championship 2,2014-08-19,1452,
"Delhi, India",Dew Arena 2017,2017-09-29,3230,"$10,641"
,EMS One Katowice European Qualifier #1,2014-02-18,1316,
"Atlanta, Georgia, USA",Americas Minor - ELEAGUE Major 2017,2016-12-03,2555,$0
,RGN Showseries,2015-12-11,2065,
Online,European Master Series 1,2017-04-01,2700,"$3,000"
Online,DreamHack ZOWIE Open Bucharest 2016 Closed Qualifier,2016-08-21,2382,
,ESL UK Community Challenge S2 Cup #3,2014-08-05,1445,
,EPICENTER: Moscow EU Open Qualifier,0,2393,
"Vitoria-Gasteiz, Spain",WESG 2017 Iberia LAN Female,2017-11-10,3340,"$13,068 + 1 spot at EU Regional"
,RGN Pro Series NA,2015-06-24,1767,
,EMS One Katowice European Qualifier #2,2014-02-22,1319,
Online,ESL Pro League Season 5 North America,2017-02-07,2639,"$125,000"
,SLTV StarSeries VIII,2013-11-08,1257,
"Moscow, Russia",ROG MASTERS 2017 Russia Finals,2017-07-30,3025,
"Sydney, Australia",EB Expo Sydney Finals,2016-09-30,2475,"$7,500"
,CS Reunion @ Inferno Online,0,2207,
Online (Asia),MixBOT Pro-League Invite Season 1,2015-09-11,1923,"$3,000"
"Jönköping, Sweden",ESU Masters 2017,2017-06-17,2924,"$11,468"
,Counter Pit League Qualifier,2015-05-06,1748,
,RaidCall EMS One Summer 2013 Finals,2013-06-29,1155,
"Helsinki, Finland",ASUS ROG Summer 2016,2016-08-05,2314,"$25,000"
,QuickShot Arena #12,2015-10-28,1993,
,LanTrek 2015,2015-02-27,1677,
,ICL 30,0,2196,
Online,CEVO Main Season 12 Europe,2017-05-01,2842,"$10,000"
,CyberPowerPC Summer 2016 Qualifier #2,0,2295,
,IEM Katowice 2016 EU Qualifier #1,2016-01-17,2118,
,Assembly Winter 2014,2014-01-31,1291,
Online (EU &amp; CIS),AOC CS:GO CUP,2017-10-22,3305,"$4,000"
"Valencia, Spain",FACEIT League 2015 Stage 2 Finals at DreamHack Valencia,2015-07-16,1616,"$150,000"
Talca,GamesNet.cl League,2016-10-01,2484,$275
"Katowice, Poland",IEM Katowice 2017,2017-03-01,2637,"$250,000"
Online,G:loot Cup Summer 2017 Qualifier 4,2017-08-17,3100,
,CEVO Professional Season 7 Placement NA,2015-03-23,1699,
,Insomnia 48,2013-03-23,1090,
,SLTV ProSeries VI Qualifier,2013-04-28,1115,
Online,Binary Dragons csgopolygon Cup 6,2017-04-26,2835,"$5,000"
"Stockholm, Sweden",Fragbite Masters Season 5 Finals,2015-12-04,1608,
,ESEA Open Season 15,2014-01-27,1295,
Online (EU &amp; CIS),Hellcase Cup 6,2017-09-04,3157,"$62,000"
"Jönköping, Sweden",DreamHack Open Summer 2015,2015-06-13,1614,"$40,000"
"SuZhou, China",WESG 2017 China Finals,2017-09-09,3169,"$27,107"
"Dallas, Texas, USA",ESEA Invite Season 18 Global Finals,2015-04-17,1651,"$144,000"
Online (South Africa),ESEA Open Season 25 South Africa,2017-08-09,3043,"$2,000"
Online (EU),ESG Tour Mykonos 2017 Closed Qualifier,2017-08-17,3062,
,TECHLABS Cup Kiev 2013,2013-08-31,1184,
,ASUS ROG Portugal Qualifier #3,2014-06-08,1383,
"Amsterdam, Netherlands",ESL Benelux Winter Championship 2016 Finals,2016-11-26,2477,"$5,800"
"Bangkok, Thailand",NEVER.STOP.GAMING. Season 2,2017-11-04,3337,"$3,309"
,nAvTV Sunday Series August Cup 2014,2014-08-31,1468,
Online (EU &amp; CIS),MakeMy.Bet Championship #1,2017-09-25,3208,"$10,000"
,Team Dignitas CS:GO SCAN Invitational,2014-06-22,1392,
,SoStronk KOTH Asia #2,2015-12-13,2072,
Online,Europe Minor Qualifier 4 - PGL Major Krakow 2017,2017-05-15,2821,
,Liga PRO GamersClub - MAY/16,2016-06-04,2276,
Online,Americas Minor - ELEAGUE Major 2017 - Open Qualifier 1,2016-11-03,2550,
Online,Philips OneBlade Cup 2017,2017-11-11,3344,"$11,920"
,RaidCall EMS One Summer 2013 Cup #4,2013-06-04,1147,
"Porto, Portugal",AlienTech CS:GO League Season II Finals,2016-12-08,2610,"$5,380"
,ESWC 2012 female,2012-11-02,1008,
,FACEIT December Championship 2013,2013-12-19,1280,
Online,CIS Minor Qualifier - PGL Major Krakow 2017,2017-05-14,2848,
,Copenhagen Games 2014 female,2014-04-18,1347,
Online (Asia),MOBAGAME Cup #1,2017-09-15,3185,"$5,000"
,SLTV ProSeries XI,2014-11-24,1558,
,Komplett Barcraft eXperience,0,2182,
(Online) Bangladesh,ROG MASTERS 2017 Bangladesh Open Qualifier,2017-07-29,2970,
Online (Oceania),ESL Australia &amp; NZ Championship Season 4 Closed Qualifier,2017-06-27,2952,
"Jönköping, Sweden",DreamHack Winter 2013,2013-11-28,1270,"$250,000"
,Dust2.dk eOddset #3,2016-10-23,2529,"$1,840"
Online,ESL Polish Championship Season 11,2015-09-02,1919,
,IronGaming,2014-07-05,1408,
,Fragbite Masters Season 3 Qualifier #1,2014-09-23,1489,
,Go4CS:GO Cup #59,2013-09-01,1187,
,Uprise Champions Cup Season 2 LAN Finals,2015-05-23,1771,
"Fredericia, Denmark",League of Sharks CS:GO Championship,2016-10-15,2489,"$15,000"
,PLAYzone League I LAN Finals,0,2259,
,LVP Gamergy Qualifier #2,2014-11-04,1531,
"Vilnius, Lithuania",Game Show Global eSports Cup 2016 Finals,2016-02-04,2013,"$200,000"
,WCA 2017 Europe Qualifier #2,2017-09-03,3143,
,IEM Katowice 2017 NA Open Qualifier,2017-01-21,2656,
,Counter Pit League Season 2 Qualifier,2015-11-09,2006,
,CS:GO AOC UK Challenge Winter #4 2014/15,2014-12-09,1574,
,Balkan SuperCup #1 LAN Finals,2015-08-01,1866,
,Fragbite Masters Qualifier #2,2013-11-08,1256,
Online (Brazil),Alienware Liga Pro Gamers Club - AUG/17,2017-08-24,3119,"$2,300"
Online,Dust2.dk Masters #2,2017-01-27,2666,"$1,793"
,ACL Sydney 2015 CS:GO Last Chance,2015-05-25,1774,
,ECS Season 2 EU Development League Open Qualifier #4,0,2384,
,Friday Night Frags by 27in1.com,2015-02-27,1675,
Online,UnderDogs #5,2017-05-01,2840,"$2,750"
Online,Nordic Championship Season 1 Norway Qualifier,2017-06-11,2914,
,ESWC 2014 Norway,2014-10-05,1507,
São Paulo,Copa Brasil 2017 Finals,2017-07-31,3032,"$4,800"
,ESL Frühlingsmeisterschaft 2015 Finals,2015-05-02,1741,
,Your road to Katowice 2013,2013-01-20,1046,
Online (Europe),Nordic Championship Season 2,2017-10-25,3276,"$3,646"
,Liga PRO GamersClub - SET/16,2016-10-13,2514,$773
,RaidCall EMS One Fall 2013 Cup #4,2013-09-24,1209,
Online,StarLadder Regional Minor Championship CIS - ELEAGUE Major 2017 - Closed Qualifier,2016-10-29,2544,
"Kettering, England, UK",epic21,2017-06-18,2927,"$2,722"
,ESL Pro Series Poland Season 8 Qualifier #1,2014-05-26,1372,
Stockholm,Yoggi Yalla Cup 2017 - Inferno Online Qualifier,2017-05-13,2857,"$1,400"
Online (Adria),Vip Adria League Season 1,2017-09-19,3196,
,Americas Minor North America Qualifier - PGL Major Krakow 2017,2017-05-05,2827,
Europe,owayo Masters I,2016-06-07,2281,"$2,838"
,ESWC 2014,2014-10-30,1526,
"Denver, Colorado, USA",ClutchCon 2015,2015-01-30,1602,"$15,000"
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #11,2017-08-15,3090,"$1,500"
,DreamHack Open Tours 2015 BYOC Qualifier,2015-05-08,1752,
,ELEAGUE Season 2 North America Open Qualifier #3,2016-09-12,2405,
North America (Online),CEVO Main Season 13 North America,2017-11-05,3322,"$10,000"
Online (North America),Americas Minor North America Open Qualifier - ELEAGUE Major 2018,2017-10-13,3256,
"Seoul, Korea",VSL Season 1,2016-07-03,2303,
,ESEA Invite Season 18 All-Star,2015-04-17,1721,
,ECL 2013 Season 1,2013-04-24,1112,
Online,WESG 2017 Mexico &amp; Other,2017-11-11,3329,
Online,SL i-League S2 China Qualifier,2016-07-19,2318,
Online (Finland),Nordic Championship Season 2 Finland Qualifier,2017-10-21,3280,
,The Nordic Games #2 Swedish qualifier,2013-02-17,1066,
,99Damage Masters #4,2016-01-14,2113,
Online,King of the King,2016-09-16,2439,"$1,500"
Online,IEM Katowice 2016 NA Qualifier,2016-02-13,2143,
,RGN Intercontinental II: Europe,2015-03-16,1696,
"Jönköping, Sweden",DreamHack ZOWIE Open Winter 2016,2016-11-24,2110,"$100,000"
,NorthCon 2012,2012-12-14,1034,
,WESG 2016 South America,2016-10-03,2488,
,RGN European Open,2015-10-21,1985,
"Toronto, Canada",Northern Arena 2015,2015-12-05,2054,"$20,000"
"London, England, UK",ECS Season 3 Finals,2017-06-23,2763,"$660,000"
"Duisburg, Germany",ESL Meisterschaft Spring 2016 Finals,2016-05-07,2243,
Online,AlienTech CS:GO TiTans I,2015-10-12,1975,
"Perth, Australia",WPGI League Season 3 Finals,2017-11-11,3348,"$3,070"
Online,WESG 2016 United States,2016-09-27,2469,
,CCS Kick-off Season Last Chance,2015-04-08,1687,"$8,000"
"Stockholm, Sweden",Crownstudent CS:GO Challenge,2016-11-19,2595,"$2,700"
,eXTREMESLAND 2017 Singapore Qualifier,2017-10-07,3267,
,Fnatic FragOut League Season 2,2013-05-19,1130,
,DreamHack Winter 2014 EU Closed Qualifier,2014-10-21,1523,
,FACEIT League Season 2 Finals,2014-10-24,1521,
,DreamHack Masters Las Vegas 2017 Asia Closed Qualifier,2016-12-03,2589,
,LAN ETS 2015,2015-03-08,1692,
Online,QuickShot Arena #22,2016-09-14,2436,"$1,500"
,RaidCall EMS One Fall 2013 Group Stage,2013-10-01,1219,
Online (EU),King of Nordic Season 8,2017-08-18,3104,"$5,849"
Online,GG Masters,2016-07-14,2315,"$20,000"
,RGN Pro Series EU Closed Qualifier,2015-05-04,1729,
,GameGune 2014,2014-07-04,1412,
,ESWC 2012 UK Qualifier,2012-10-04,988,
,Gaming.dk League by SteelSeries Season 8 Finals,2014-04-12,1342,
"Moscow, Russia",MCS Open Season 1 Finals,2015-01-09,1604,"$10,000"
,ROG MASTERS 2017 Benelux Playoffs,2017-07-26,2996,
,ESWC 2014 Denmark,2014-10-12,1515,
,Liga PRO GamersClub - JUN/16,0,2312,
,ESEA Premier Season 19 North America,2015-07-27,1854,
,Gamers Assembly 2016,2016-03-27,2195,
,MSI ESWC USA Qualifier #1,2015-05-31,1793,
,G-League Lan Final,0,2307,
Online (China),WCA 2017 China Qualifier #2,2017-06-19,2928,"$14,685"
,Binary Dragons Cup 3,2017-02-09,2685,"$2,200"
,Hitbox Arena Championship 3,2014-09-10,1477,
Online,ROG MASTERS 2016 East Asia Qualifier ,2016-09-17,2442,
Online,Yoggi Yalla Cup 2017 - Qualifier 3,2017-04-10,2784,"$1,395"
(Online) Asia,ESEA Open Season 25 Asia-Pacific,2017-08-10,3044,"$2,500"
Online (NA),DreamHack Open Montreal 2017 North America Closed Qualifier,2017-08-27,3098,
Online (NA),DreamHack Open Denver 2017 North America Closed Qualifier,2017-09-24,3200,
,Mikz Challenge,2014-05-18,1365,
,CEVO Professional Season 5 LAN Finals,2014-10-10,1512,
Tallinn,TTU e-Sport Spring 2017,2017-04-15,2804,"$2,120"
Online,WCA WCC Russia Qualifier,2016-09-21,2450,
,DreamHack Winter 2012 Swedish Qual.,2012-11-14,1014,
Online (EU),ESL Major League Summer 2017,2017-08-10,3036,"$4,000"
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #12,2017-08-28,3128,"$1,500"
Online,DreamHack Open Summer 2017 Europe Closed Qualifier,2017-05-21,2863,
,Voronezh Cup Qualifier #4,2014-04-06,1340,
Online,AlienTech CS:GO League Season I,2016-02-15,2147,
,QuickShot Showmatches,2015-10-14,1976,
,ESPORTSM 2016 Finals,0,2289,
,Battle for the Throne,2015-02-18,1665,
"Helsinki, Finland",ESPORTSM.fi 2017 Finals,2017-08-03,3028,"$7,050"
Online,D!ngIT $2000 Weekly Cup #19,2015-09-28,1950,"$2,000"
,PGL Season 1 EU Qualifiers,2015-08-11,1885,
Online (Canada),WESG 2017 Canada,2017-11-09,3327,
"Milan, Italy",IeSF 2017 Italy Finals,2017-09-29,3227,
,GDK SteelSeries GO #1,2012-09-17,968,
Online (Oceania),ESL Australia &amp; NZ Championship Season 4,2017-07-04,2943,
,ESEA MDL Season 24 North America,2017-01-31,2673,"$2,500"
"Birmingham, England",UK Masters Spring 2017 Finals,2017-04-14,2759,"$8,800"
,Go4CS:GO Cup #14,2012-10-09,992,
,NiP TV Female Challenge,2015-08-09,1878,
,EMS One Katowice French Qualifier Cup #2,2014-01-25,1297,
"Selangor, Malaysia",CyberFest 2017,2017-11-26,3350,"$2,914"
,ESL Meisterschaft Winter 2015 Finals,2015-12-05,2055,
,EB Expo Sydney 2016 Qualifier #2,0,2425,
,SLTV StarSeries XII Qualifier,2014-12-17,1587,
Online,WESG 2016 Ukraine,2016-09-24,2459,
"Bangkok, Thailand",MGA Thailand CS:GO Season 3,2017-09-24,3218,"$1,148"
"Cologne, Germany",ESL One Cologne 2016,2016-07-05,2062,"$1,000,000"
"Kiev, Ukraine",SL i-League StarSeries Season 2 Finals,2016-09-07,2325,"$300,000"
,DreamHack Open Tours 2015 Closed Qualifier,2015-04-20,1726,
,WCA 2017 Europe Qualifier #1,2017-09-02,3142,
Online,QuickShot Arena #25,2016-10-05,2490,"$1,500"
Online,ESL One Cologne 2017 - China Closed Qualifier,2017-06-07,2860,
,ESEA Premier Season 20 North America,2015-12-01,2040,
"Stockholm, Sweden",IeSF 2017 Swedish Finals,2017-09-16,3186,
,QuickShot Arena #3,2015-08-19,1896,
Leipzig,DreamHack ASTRO Open Leipzig 2017,2017-01-13,2566,"$100,000"
,D!ngIT $2000 Weekly Cup #30,2015-12-14,2073,
,Fragadelphia 8,0,2257,
Online,Yoggi Yalla Cup 2017 - Qualifier 4,2017-04-17,2806,"$1,395"
,FMR Lan Cup @ Igromir,2013-10-04,1222,
Siek,Legend Series #1 Finals,2017-04-01,2742,"$2,917"
Online,QuickShot Arena #27,2016-10-26,2537,"$1,500"
"Shanghai, China",2016 D-Fire Lan Final,2016-07-31,2338,
Online (NA),ECS Season 4 NA Development League Open Qualifier #2,2017-08-23,3054,
,D!ngIT $2000 Weekly Cup #32,2016-01-04,2095,
,GSL Egamingbets Cup,2014-03-05,1328,
,D!ngIT $2000 Weekly Cup #27,2015-11-23,2030,
Online,Game Show Spring Invitational 2016,2016-02-22,2158,"$5,000"
"Sydney, Australia",eXTREMESLAND 2017 ANZ Regional Finals,2017-09-09,2972,
,BirdieLAN 24,2014-05-30,1377,
,CEVO Professional Season 7 Placement EU,2015-03-22,1698,
Online,ECS Season 3 NA Development League,2017-02-28,2703,
"Atlanta, Georgia",ELEAGUE Season 2,2016-10-21,2407,"$1,100,000"
,EMS One Katowice Polish Qualifier Cup #1,2014-01-12,1286,
"Montreal, Canada",DreamHack Open Montreal 2017,2017-09-08,2572,"$100,000"
,Gfinity Alienware Pro League Season 1,2014-03-04,1327,
"Ilhas, Macau",GIRLGAMER Esports Festival 2017,2017-09-02,3140,"$12,781"
,WESG 2016 Mexico,0,2481,
Belgrade,Serbian First League S2 LAN Finals,2017-04-01,2739,"$1,291"
Online (Poland),WESG 2017 Poland,2017-10-19,3262,
Online,ROG MASTERS 2017 Canada Open Qualifier,2017-07-19,2988,
,DreamHack Summer 2013 BYOC,2013-06-16,1152,
"Porto, Portugal",ROG MASTERS 2017 Portuguese Finals,2017-07-29,3024,
,Rising Stars South-East Asia #1,2016-01-19,2122,
,DreamHack Open Leipzig 2016 Closed Qualifier,2016-01-10,2104,
Online,ROG MASTERS 2017 EMEA Open Qualifier,2017-08-02,3034,
Online,DreamHack Open Tours 2017 North America Closed Qualifier,2017-04-02,2746,
"Shanghai, China",eXTREMESLAND Asia Finals 2016,2016-09-22,2411,"$100,000"
"Helsinki, Finland",ASUS ROG Winter 2015,2015-01-30,1601,"$25,000"
"Denver, Colorado, USA",DreamHack Open Denver 2017,2017-10-20,2573,"$100,000"
,SP Gaming Tournament #1,2016-11-28,2602,$300
,Dust2.dk eOddset Kinguin #1,0,2181,
,ESL Australia &amp; NZ Championship Season 2 Finals,2016-11-04,2480,"$12,280"
,FACEIT League 2015 Stage 2 NA Qualifier,2015-05-26,1778,
Online,Liga PRO GamersClub - APR/16,2016-05-06,2242,
Online,Douyu CS:GO Asia Invitational #2,2017-11-27,3383,"$15,152"
"Santa Ana, California, USA",RGN Pro Series Championship,2015-11-16,1968,"$30,000"
"Sydney, Australia",CyberGamer Oceania Esports Masters Finals,2016-08-20,2320,
,SoStronk Challenger Asia #1,2015-12-03,2050,
,Brasil Gaming League,2013-03-14,1084,
Helsinki,Peliliiga eSM 2016,2016-08-04,2355,$10018
Online (EU),ESEA MDL Season 25 Europe,2017-06-06,2879,"$2,500"
Online,Telenor League Spring 2017,2017-05-20,2868,
,The Blast 2013,2013-05-10,1123,
Online (CIS),CIS Minor Open Qualifier - ELEAGUE Major 2018,2017-10-10,3253,
Online,ArcaneBet Balkan ProLeague Season 2,2017-04-26,2830,"$3,500"
,WESG 2016 Turkey,2016-08-14,2377,
Online,Fragbite Masters Season 5 Main Qualifier,2015-09-28,1929,
,TECHLABS Cup Minsk Rematch,2013-10-30,1251,
"Prague, Czech Republic",Tiger Masters Season 3 Qualification #1,2017-04-29,2839,$815
"Leipzig, Germany",DreamHack ZOWIE Open Leipzig 2016,2016-01-22,1977,"$100,000"
"Ballerup, Denmark",Cougar CS:GO Tournament LAN Final,2017-05-18,2859,"$4,479"
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #10,2017-08-01,3030,"$1,500"
,ESL Pro Series Germany Summer 2014 LAN Finals,2014-09-06,1474,
,EPICENTER: Moscow CIS Closed Qualifier,2016-09-05,2397,"$5,000"
Online (NA),CyberPowerPC Extreme Gaming Series Spring 2017,2017-06-17,2923,"$15,000"
Online (Philippines),IeSF 2017 Philippines Qualifier,2017-09-08,3160,
,Hellcase Cup 3 Closed Qualifier,2017-03-22,2730,
,eGaming CS:GO Championship 2015,2015-09-06,1926,
Online,RGN Freedom Cup,2015-09-15,1939,"$5,000"
,RaidCall EMS One Fall 2013 Cup #1,2013-09-03,1189,
Online,WESG 2016 Northern Europe &amp; Post CIS,2016-09-27,2462,
Online (EU),DolphinCS Shoot &apos;Em Up 3,2017-05-12,2854,"$5,000"
Online,QuickShot Arena #9,2015-09-30,1955,"$2,500"
,ESL One Cologne 2014 Oceanic qualifier,2014-07-20,1415,
,DreamHack Stockholm 2014 FACEIT qualifier,2014-09-15,1481,
,D!ngIT $2000 Weekly Cup #2,2015-05-28,1781,
Online,World Championships 2015 Asian Qualifier,2015-08-27,1904,
"Kiev, Ukraine",SL i-League StarSeries Season 3 Finals,2017-04-04,2683,"$300,000"
Online (EU &amp; CIS),Stream.me Gauntlet: CIS vs EU #13,2017-09-13,3180,"$1,500"
,Gaming Paradise Belgrade Open Qualifier,2015-05-30,1790,
,Go4CS:GO Cup #122,2014-11-24,1559,
,ROG MASTERS 2017 Benelux Open Qualifier 1,2017-07-12,2994,
Online (Europe),CSesport.com Cup #1,2017-09-23,3207,"$3,000"
"Riga, Latvia",NEO CUP 2016,2016-10-08,2491,"$2,689"
"Montreal, Canada",ESWC 2015,2015-07-10,1707,"$75,000"
,ESL UK Community Challenge S1 Cup #5,2014-06-03,1381,
,Mad Catz Vienna,2013-02-23,1067,
,ESL ESEA Pro League Season 1,2015-05-04,1742,
,SLTV StarSeries VI Qualifier,2013-05-01,1116,
,ESL One Cologne 2014 Indian qualifier,2014-07-27,1435,
,TECHLABS Cup Minsk 2013,2013-05-18,1129,
,Fragbite Masters 2014 Qualifier #3,2014-03-05,1330,
Online (North America),Americas Minor Last Chance Qualifier - ELEAGUE Major 2018,2017-10-19,3298,
,ESL One New York 2017 North America Closed Qualifier,2017-08-19,2969,
"Riga, Latvia",Samsung GOEXANIMO CS:GO 5X5 #3,2017-07-02,2976,$456
"Vilnius, Lithuania",GameOn III Finals,2017-09-17,3179,"$4,184"
Online,ESL African Championship Season 1,2017-07-15,3001,"$28,600"
,FACEIT Spring League 2014,2014-04-30,1357,
Online (Asia),MixBOT Pro-League Invite Season 2,2015-10-16,1979,"$3,000"
,99Damage League Season 2,2015-11-18,2020,
"Kunshan, China",eXTREMESLAND China Finals,2016-08-30,2398,"$7,113"
,The Nordic Games #2,2013-02-28,1076,
Online,DreamHack Masters Las Vegas 2017 Europe Open Qualifier,2016-12-10,2619,
Online,"WESG 2016 The UK, Ireland &amp; Iceland ",2016-09-24,2461,
,DreamHack Bucharest 2013,2013-09-14,1192,
,CS Select #7,2015-04-17,1719,
"Shanghai, China",eXTREMESLAND 2017 China Regional Finals,2017-09-22,3211,"$8,731"
,DreamHack ZOWIE Open Summer 2016 Open Qualifier #1 ,2016-05-28,2270,
"SuZhou, JiangSu",WESG 2017 China Finals Female,2017-09-10,3172,"$9,263"
Online,Nordic Championship Season 1 Denmark Qualifier,2017-06-11,2915,
,Millenium Showmatch #4,2014-12-03,1565,
,ESEA Invite Season 13 Global Finals,2013-04-20,1105,
,ESWC 2013 France Pre-Qual. #2,2013-09-19,1199,
"Tel Aviv, Israel",Israel GAMEIN Championship,2017-04-06,2776,"$2,737"
Online,Yoggi Yalla Cup 2017 - Qualifier 8,2017-05-29,2887,"$1,395"
"Austin, Texas",DreamHack Open Austin 2017,2017-04-28,2567,"$100,000"
,Binary Dragons csgopolygon Season 1,2017-03-27,2732,"$20,000"
"Krakow, Poland",PGL Major Krakow 2017,2017-07-16,2720,"$1,000,000"
,Caseking King of Kings,2014-11-11,1539,
"Seinäjoki, Finland",Connection LAN 2017,2017-09-29,3231,"$7,065"
Online,DreamHack ZOWIE Open Winter 2016 Closed Qualifier,2016-10-16,2524,
Adelaide,Acer CyberGamer Premier League Autumn 2017 Finals,2017-04-08,2765,"$7,665"
,European Championship 2013 Qualification Round 2,2013-09-20,1203,
"Jönköping, Sweden",FACEIT League 2015 Stage 3 Finals at DH Winter 2015,2015-11-26,1615,"$250,000"
Online,SL I-League Invitational #1 EU Qualifiers,2016-03-21,2186,
,ESL UK Community Challenge S2 Cup #5,2014-08-19,1451,
Online (EU),WCA 2017 Europe Closed Qualifier,2017-09-04,3121,
,Caseking of the Hill #2,2014-07-23,1429,
Online,WESG 2016 Poland,2016-09-21,2449,
,Capital NEO Gaming Cup 2015,2015-11-28,2039,
,iBP Summer Invitational,2015-06-21,1818,
"Cologne, Germany",ESL One Cologne 2017,2017-07-04,2635,"$250,000"
,Orena LifeChild Invitational,2014-11-23,1556,
,ESWC 2014 Portugal Qualifier,2014-10-05,1508,
Online (Europe &amp; NA),CEVO Professional Season 8,2015-08-16,1890,
"Moscow, Russia",Adrenaline Open Cyber Cup,2016-06-05,2278,"$30,000"
,FMR LAN Cup #8,2013-06-23,1157,
South-East Asia,The Shootout Season 3,2017-01-21,2661,
,Fight Night: Season I,2015-08-09,1868,
Online,Rising Stars Africa Promotional Cup,2016-04-27,2231,$300
Online,GameOn III,2017-08-23,3108,
"Taipei, Taiwan",eXTREMESLAND 2017 Taiwan Qualifier,2017-09-16,3187,
,D!ngIT CS:GO Asia Invitational Season 2,2015-12-07,2051,
,BirdieLAN 26,0,2246,
"Karachi, Pakistan",eXTREMESLAND 2017 Pakistan Qualifier,2017-10-02,3241,
"Poznan, Poland",Polish Cup Cybersport,2017-10-07,3266,"$7,050"
Online (Iberia),WESG 2017 Iberia,2017-10-27,3264,
"Atlanta, Georgia, USA",ELEAGUE CS:GO Premier 2017,2017-09-08,3016,"$1,000,000"
Online,Binary Dragons Hellstore Winter Cup,2016-02-06,2138,"$1,500"
Online,Philips OneBlade Cup 2017 Mixed Qualifier,2017-10-23,3307,
,ESEA Premier Season 21 North America,2016-04-10,2209,
Online,DreamHack Regional Minor Championship Europe Closed Qualifier #1,2016-04-24,2229,
,ESL Pro Series Poland Season 5,2012-10-07,990,
,ELEAGUE Season 2 Europe Open Qualifier #3,2016-09-05,2401,
,G3 Qualifier #1,2014-06-22,1393,
"Zagreb, Croatia",Reboot Esports Championship,2016-11-12,2563,"$2,700"
,Telenor League Spring 2016,0,2245,
,The Nordic Games #2 Norwegian qualifier,2013-02-17,1064,
Online (EU),CBE 2017 Europe Open Qualifier #1,2017-06-27,2963,"$1,125"
"Haarlem &amp; Utrecht, Netherlands",ESL Benelux Winter Championship 2017,2017-11-12,3352,"$7,580"
Online (United States),WESG 2017 United States,2017-11-07,3326,
Online (Sweden),WESG 2017 Sweden,2017-10-17,3261,
Online,ESL One New York 2017 Europe Open Qualifier,2017-08-14,2966,
"Atlanta, Georgia, USA",ELEAGUE Season 1,2016-05-24,2135,"$1,400,000"
Online (South America),WCA 2017 South America Qualifier #1,2017-06-17,2926,
"Peine, Germany",iiyama CS:GO HomeMasters #3 Finals,2017-09-02,3085,"$3,569"
